Time	Lux	CLA	CS	Activity
03/11/2013 16:25:30	273.6466	290.7659	0.3113	0.2808 1383513930000
03/11/2013 16:26:00	277.2303	297.5603	0.3157	0.2563 1383513960000
03/11/2013 16:26:30	336.7800	355.9941	0.3502	0.0493 1383513990000
03/11/2013 16:27:00	328.4617	347.4157	0.3455	0.0662 1383514020000
03/11/2013 16:27:30	328.3885	344.9095	0.3441	0.0493 1383514050000
03/11/2013 16:28:00	328.4617	347.4157	0.3455	0.0441 1383514080000
03/11/2013 16:28:30	334.0153	352.5955	0.3483	0.0382 1383514110000
03/11/2013 16:29:00	233.3520	247.8755	0.2812	0.5551 1383514140000
03/11/2013 16:29:30	336.1315	355.9931	0.3502	0.0493 1383514170000
03/11/2013 16:30:00	326.3455	344.0180	0.3436	0.0493 1383514200000
03/11/2013 16:30:30	322.1864	339.7287	0.3411	0.0662 1383514230000
03/11/2013 16:31:00	66.0687	72.0216	0.1027	0.1986 1383514260000
03/11/2013 16:31:30	202.1947	216.9593	0.2569	0.4044 1383514290000
03/11/2013 16:32:00	322.1864	339.7287	0.3411	0.3339 1383514320000
03/11/2013 16:32:30	316.6327	334.5489	0.3382	0.0382 1383514350000
03/11/2013 16:33:00	313.8680	331.1502	0.3362	0.1765 1383514380000
03/11/2013 16:33:30	82.7785	91.6847	0.1282	0.2782 1383514410000
03/11/2013 16:34:00	304.2284	324.1873	0.3321	0.2582 1383514440000
03/11/2013 16:34:30	180.0044	194.6225	0.2377	0.3840 1383514470000
03/11/2013 16:35:00	270.8818	287.3673	0.3090	0.3120 1383514500000
03/11/2013 16:35:30	165.4839	180.8632	0.2252	0.5471 1383514530000
03/11/2013 16:36:00	262.6367	281.2949	0.3050	0.1695 1383514560000
03/11/2013 16:36:30	250.7345	265.9220	0.2943	0.0825 1383514590000
03/11/2013 16:37:00	254.8937	270.2113	0.2974	0.0936 1383514620000
03/11/2013 16:37:30	258.4043	274.4995	0.3003	0.0987 1383514650000
03/11/2013 16:38:00	252.2021	269.3187	0.2967	0.0698 1383514680000
03/11/2013 16:38:30	238.9787	255.5614	0.2869	0.2239 1383514710000
03/11/2013 16:39:00	232.7034	247.8745	0.2812	0.2150 1383514740000
03/11/2013 16:39:30	213.9505	227.3199	0.2653	0.1267 1383514770000
03/11/2013 16:40:00	210.5131	225.5378	0.2639	0.0825 1383514800000
03/11/2013 16:40:30	224.4582	241.8022	0.2766	0.3564 1383514830000
03/11/2013 16:41:00	275.1142	294.1626	0.3135	0.0936 1383514860000
03/11/2013 16:41:30	266.8690	288.0903	0.3095	0.2885 1383514890000
03/11/2013 16:42:00	254.3915	275.2226	0.3008	0.1463 1383514920000
03/11/2013 16:42:30	115.3302	123.4915	0.1662	0.6684 1383514950000
03/11/2013 16:43:00	24.3796	28.2406	0.0404	0.2105 1383514980000
03/11/2013 16:43:30	24.3796	28.2406	0.0404	0.5031 1383515010000
03/11/2013 16:44:00	2.1162	2.0048	0.0023	0.1103 1383515040000
03/11/2013 16:44:30	7.6698	8.5775	0.0113	0.3953 1383515070000
03/11/2013 16:45:00	178.8536	199.6328	0.2422	0.7060 1383515100000
03/11/2013 16:45:30	359.2871	386.7379	0.3661	0.1146 1383515130000
03/11/2013 16:46:00	365.4893	391.9187	0.3687	0.0584 1383515160000
03/11/2013 16:46:30	363.3732	388.5210	0.3670	0.0540 1383515190000
03/11/2013 16:47:00	361.9787	387.6304	0.3666	0.0584 1383515220000
03/11/2013 16:47:30	361.3302	387.6294	0.3666	0.0540 1383515250000
03/11/2013 16:48:00	363.3732	388.5210	0.3670	0.0493 1383515280000
03/11/2013 16:48:30	365.4162	389.4125	0.3675	0.0624 1383515310000
03/11/2013 16:49:00	367.5323	392.8102	0.3691	0.0624 1383515340000
03/11/2013 16:49:30	367.5323	392.8102	0.3691	0.0624 1383515370000
03/11/2013 16:50:00	366.8838	392.8092	0.3691	0.0624 1383515400000
03/11/2013 16:50:30	365.4162	389.4125	0.3675	0.0698 1383515430000
03/11/2013 16:51:00	357.7464	380.8350	0.3632	0.1305 1383515460000
03/11/2013 16:51:30	357.7464	380.8350	0.3632	0.0493 1383515490000
03/11/2013 16:52:00	353.5872	376.5458	0.3610	0.1167 1383515520000
03/11/2013 16:52:30	353.5872	376.5458	0.3610	0.0493 1383515550000
03/11/2013 16:53:00	151.5388	164.5988	0.2097	0.2345 1383515580000
03/11/2013 16:53:30	148.7741	161.2001	0.2063	0.0312 1383515610000
03/11/2013 16:54:00	149.4226	161.2011	0.2063	0.0312 1383515640000
03/11/2013 16:54:30	150.8171	162.0917	0.2072	0.0221 1383515670000
03/11/2013 16:55:00	159.1354	170.6702	0.2156	0.0987 1383515700000
03/11/2013 16:55:30	149.3495	158.6950	0.2038	0.1167 1383515730000
03/11/2013 16:56:00	167.0247	186.7660	0.2307	0.5940 1383515760000
03/11/2013 16:56:30	195.8463	206.7662	0.2483	0.7927 1383515790000
03/11/2013 16:57:00	48.1107	56.4802	0.0813	0.5829 1383515820000
03/11/2013 16:57:30	86.1867	73.8162	0.1051	0.0493 1383515850000
03/11/2013 16:58:00	82.6029	69.4875	0.0993	0.0987 1383515880000
03/11/2013 16:58:30	51.7676	26.9255	0.0384	0.3544 1383515910000
03/11/2013 16:59:00	93.1399	101.1547	0.1400	0.7101 1383515940000
03/11/2013 16:59:30	31.5472	18.2582	0.0255	0.7324 1383515970000
03/11/2013 17:00:00	10.4345	11.9762	0.0163	0.7772 1383516000000
03/11/2013 17:00:30	5.7731	9.2184	0.0123	0.6789 1383516030000
03/11/2013 17:01:00	3.5838	4.2764	0.0053	0.4026 1383516060000
03/11/2013 17:01:30	89.7109	107.2092	0.1473	0.8213 1383516090000
03/11/2013 17:02:00	16.0854	18.0445	0.0252	0.4596 1383516120000
03/11/2013 17:02:30	7.6456	5.4841	0.0070	0.4098 1383516150000
03/11/2013 17:03:00	392.2144	538.9258	0.4288	0.7042 1383516180000
03/11/2013 17:03:30	1317.9353	1915.1213	0.6054	0.7575 1383516210000
03/11/2013 17:04:00	944.5639	1328.1283	0.5673	0.6337 1383516240000
03/11/2013 17:04:30	1029.7801	1453.3852	0.5776	0.8493 1383516270000
03/11/2013 17:05:00	979.2024	1390.3711	0.5726	0.6633 1383516300000
03/11/2013 17:05:30	378.5749	489.9355	0.4111	0.5870 1383516330000
03/11/2013 17:06:00	344.3022	446.9199	0.3938	0.4390 1383516360000
03/11/2013 17:06:30	499.9455	661.4029	0.4652	0.6356 1383516390000
03/11/2013 17:07:00	997.8821	1395.9800	0.5731	0.6209 1383516420000
03/11/2013 17:07:30	1152.2042	1632.8899	0.5901	0.3439 1383516450000
03/11/2013 17:08:00	1209.6666	1723.3443	0.5955	0.4478 1383516480000
03/11/2013 17:08:30	1411.5678	2051.9692	0.6115	0.2022 1383516510000
03/11/2013 17:09:00	1165.8274	1678.6604	0.5929	0.0962 1383516540000
03/11/2013 17:09:30	994.9077	1412.7669	0.5745	0.1011 1383516570000
03/11/2013 17:10:00	900.8370	1266.3251	0.5615	0.4908 1383516600000
03/11/2013 17:10:30	839.6445	1167.9601	0.5514	0.4318 1383516630000
03/11/2013 17:11:00	524.0424	688.1777	0.4720	0.5207 1383516660000
03/11/2013 17:11:30	359.3590	467.7653	0.4024	0.3618 1383516690000
03/11/2013 17:12:00	475.5077	628.7730	0.4564	0.3189 1383516720000
03/11/2013 17:12:30	637.5486	860.0121	0.5081	0.6329 1383516750000
03/11/2013 17:13:00	1164.3598	1675.9954	0.5927	0.2150 1383516780000
03/11/2013 17:13:30	1087.5351	1555.1011	0.5850	0.2058 1383516810000
03/11/2013 17:14:00	1143.5299	1642.3178	0.5907	0.2282 1383516840000
03/11/2013 17:14:30	1034.3050	1470.5293	0.5789	0.6364 1383516870000
03/11/2013 17:15:00	1217.5657	1764.8634	0.5978	0.1305 1383516900000
03/11/2013 17:15:30	1226.2008	1777.7467	0.5985	0.1512 1383516930000
03/11/2013 17:16:00	1185.3359	1716.0082	0.5950	0.1248 1383516960000
03/11/2013 17:16:30	1244.4123	1815.8419	0.6005	0.4445 1383516990000
03/11/2013 17:17:00	1107.5068	1607.8148	0.5885	0.2239 1383517020000
03/11/2013 17:17:30	1036.4552	1498.0644	0.5810	0.1188 1383517050000
03/11/2013 17:18:00	999.1741	1442.5889	0.5768	0.1188 1383517080000
03/11/2013 17:18:30	982.5034	1411.0871	0.5743	0.3509 1383517110000
03/11/2013 17:19:00	731.3849	1011.1871	0.5319	0.4440 1383517140000
03/11/2013 17:19:30	612.9495	839.1122	0.5043	0.0910 1383517170000
03/11/2013 17:20:00	577.2823	795.1207	0.4958	0.1248 1383517200000
03/11/2013 17:20:30	500.3845	679.5336	0.4699	0.0936 1383517230000
03/11/2013 17:21:00	607.9713	834.9546	0.5035	0.1011 1383517260000
03/11/2013 17:21:30	579.2522	791.2623	0.4950	0.0936 1383517290000
03/11/2013 17:22:00	668.3689	924.7734	0.5190	0.2303 1383517320000
03/11/2013 17:22:30	451.9472	620.2243	0.4540	0.2817 1383517350000
03/11/2013 17:23:00	700.2669	980.1054	0.5275	0.1560 1383517380000
03/11/2013 17:23:30	743.9696	1043.4128	0.5363	0.3339 1383517410000
03/11/2013 17:24:00	1118.9556	1628.8435	0.5898	0.6526 1383517440000
03/11/2013 17:24:30	1061.2737	1529.8373	0.5832	0.2711 1383517470000
03/11/2013 17:25:00	895.5760	1277.6257	0.5626	0.5074 1383517500000
03/11/2013 17:25:30	947.0217	1348.9906	0.5691	0.3965 1383517530000
03/11/2013 17:26:00	733.0720	1022.8965	0.5335	0.5299 1383517560000
03/11/2013 17:26:30	682.6308	940.7402	0.5215	0.5740 1383517590000
03/11/2013 17:27:00	743.0043	1034.4906	0.5351	0.2738 1383517620000
03/11/2013 17:27:30	706.5422	983.8142	0.5280	0.1948 1383517650000
03/11/2013 17:28:00	786.8775	1101.1925	0.5436	0.1248 1383517680000
03/11/2013 17:28:30	731.1022	1026.7533	0.5341	0.4407 1383517710000
03/11/2013 17:29:00	752.8974	1067.8138	0.5395	0.1872 1383517740000
03/11/2013 17:29:30	714.1487	1011.7190	0.5320	0.1859 1383517770000
03/11/2013 17:30:00	773.8004	1103.1084	0.5439	0.1709 1383517800000
03/11/2013 17:30:30	837.0359	1200.0423	0.5548	0.1636 1383517830000
03/11/2013 17:31:00	689.6619	971.9039	0.5263	0.2902 1383517860000
03/11/2013 17:31:30	946.2268	1343.0671	0.5686	0.6367 1383517890000
03/11/2013 17:32:00	831.8774	1164.6452	0.5510	0.8293 1383517920000
03/11/2013 17:32:30	1524.3281	2242.0880	0.6187	0.1779 1383517950000
03/11/2013 17:33:00	1102.8505	1565.2552	0.5857	0.6821 1383517980000
03/11/2013 17:33:30	1099.5253	1547.4477	0.5845	0.6670 1383518010000
03/11/2013 17:34:00	34.7750	34.5795	0.0498	0.7270 1383518040000
03/11/2013 17:34:30	61.2075	70.2143	0.1002	0.7598 1383518070000
03/11/2013 17:35:00	8.3915	5.0873	0.0064	0.8401 1383518100000
03/11/2013 17:35:30	22.4098	13.5417	0.0186	0.8237 1383518130000
03/11/2013 17:36:00	47.5451	49.6316	0.0716	0.8505 1383518160000
03/11/2013 17:36:30	6.2022	5.1808	0.0065	0.7468 1383518190000
03/11/2013 17:37:00	55.3272	34.2973	0.0494	0.6966 1383518220000
03/11/2013 17:37:30	33.9951	36.8211	0.0531	0.8000 1383518250000
03/11/2013 17:38:00	43.3520	24.8617	0.0354	0.6589 1383518280000
03/11/2013 17:38:30	36.6867	37.7136	0.0544	0.6177 1383518310000
03/11/2013 17:39:00	31.8789	33.4234	0.0481	0.5221 1383518340000
03/11/2013 17:39:30	28.3683	29.1351	0.0417	0.4008 1383518370000
03/11/2013 17:40:00	27.7198	29.1341	0.0417	0.4151 1383518400000
03/11/2013 17:40:30	25.6768	28.2426	0.0404	0.6402 1383518430000
03/11/2013 17:41:00	81.8910	93.6041	0.1306	0.6224 1383518460000
03/11/2013 17:41:30	30.3872	31.6442	0.0454	0.7652 1383518490000
03/11/2013 17:42:00	15.5590	13.6523	0.0187	0.7630 1383518520000
03/11/2013 17:42:30	20.1231	23.0628	0.0327	0.9702 1383518550000
03/11/2013 17:43:00	67.3815	62.5694	0.0898	0.7734 1383518580000
03/11/2013 17:43:30	38.7787	42.7289	0.0617	0.9255 1383518610000
03/11/2013 17:44:00	14.0183	8.4401	0.0111	0.9404 1383518640000
03/11/2013 17:44:30	21.3471	20.5586	0.0289	0.8550 1383518670000
03/11/2013 17:45:00	31.8548	35.0409	0.0504	0.7964 1383518700000
03/11/2013 17:45:30	20.0500	20.5566	0.0289	0.7439 1383518730000
03/11/2013 17:46:00	18.4851	16.2714	0.0226	0.7744 1383518760000
03/11/2013 17:46:30	15.1449	15.3778	0.0213	0.8249 1383518790000
03/11/2013 17:47:00	8.9669	8.5795	0.0113	0.7769 1383518820000
03/11/2013 17:47:30	11.0831	11.9772	0.0163	0.7524 1383518850000
03/11/2013 17:48:00	17.7484	18.5997	0.0260	0.6868 1383518880000
03/11/2013 17:48:30	41.8452	43.3067	0.0625	0.8130 1383518910000
03/11/2013 17:49:00	28.8314	22.5164	0.0319	0.8308 1383518940000
03/11/2013 17:49:30	30.8894	26.6330	0.0380	0.7540 1383518970000
03/11/2013 17:50:00	51.9929	41.2908	0.0596	0.6014 1383519000000
03/11/2013 17:50:30	40.9098	29.3136	0.0420	0.7452 1383519030000
03/11/2013 17:51:00	47.8337	37.0015	0.0533	0.6169 1383519060000
03/11/2013 17:51:30	58.8436	46.4725	0.0671	0.6058 1383519090000
03/11/2013 17:52:00	55.8353	37.1730	0.0536	0.7132 1383519120000
03/11/2013 17:52:30	51.9197	38.7846	0.0559	0.4879 1383519150000
03/11/2013 17:53:00	52.5683	38.7856	0.0559	0.5122 1383519180000
03/11/2013 17:53:30	55.1136	34.6659	0.0499	0.8076 1383519210000
03/11/2013 17:54:00	51.8466	36.2785	0.0523	0.7633 1383519240000
03/11/2013 17:54:30	57.4492	45.5820	0.0658	0.6070 1383519270000
03/11/2013 17:55:00	60.7162	43.9694	0.0635	0.7759 1383519300000
03/11/2013 17:55:30	55.1626	38.7896	0.0560	0.5484 1383519330000
03/11/2013 17:56:00	49.8036	35.3869	0.0510	0.7433 1383519360000
03/11/2013 17:56:30	10.2640	8.5815	0.0113	0.6038 1383519390000
03/11/2013 17:57:00	54.1332	43.0709	0.0622	0.8981 1383519420000
03/11/2013 17:57:30	916.1322	1352.8144	0.5694	0.4139 1383519450000
03/11/2013 17:58:00	1733.8593	2613.0748	0.6301	0.5141 1383519480000
03/11/2013 17:58:30	877.0960	1236.4837	0.5586	0.6782 1383519510000
03/11/2013 17:59:00	810.2421	1097.4734	0.5432	0.5895 1383519540000
03/11/2013 17:59:30	346.0930	437.2952	0.3897	0.6611 1383519570000
03/11/2013 18:00:00	688.9238	974.8270	0.5267	0.7277 1383519600000
03/11/2013 18:00:30	63.9532	30.5909	0.0439	0.9013 1383519630000
03/11/2013 18:01:00	36.7598	40.2197	0.0580	0.7063 1383519660000
03/11/2013 18:01:30	679.9620	925.9521	0.5192	0.7794 1383519690000
03/11/2013 18:02:00	844.6168	1217.9160	0.5567	0.7744 1383519720000
03/11/2013 18:02:30	668.0208	939.9373	0.5214	0.8210 1383519750000
03/11/2013 18:03:00	941.4040	1371.4864	0.5710	0.7053 1383519780000
03/11/2013 18:03:30	695.7746	975.2001	0.5268	0.7517 1383519810000
03/11/2013 18:04:00	406.7591	538.8787	0.4288	0.7156 1383519840000
03/11/2013 18:04:30	494.6917	663.5985	0.4658	0.6611 1383519870000
03/11/2013 18:05:00	14.6668	8.1740	0.0108	0.8006 1383519900000
03/11/2013 18:05:30	9.7859	11.9752	0.0163	0.5783 1383519930000
03/11/2013 18:06:00	9.7859	11.9752	0.0163	0.7280 1383519960000
03/11/2013 18:06:30	5.6268	3.3469	0.0041	0.7015 1383519990000
03/11/2013 18:07:00	6.2753	3.0808	0.0037	0.6082 1383520020000
03/11/2013 18:07:30	5.6268	3.3469	0.0041	0.7712 1383520050000
03/11/2013 18:08:00	9.7128	9.4690	0.0126	0.6724 1383520080000
03/11/2013 18:08:30	7.6698	8.5775	0.0113	0.7067 1383520110000
03/11/2013 18:09:00	6.2022	5.1808	0.0065	0.8213 1383520140000
03/11/2013 18:09:30	4.1592	4.2892	0.0053	0.5026 1383520170000
03/11/2013 18:10:00	5.5536	5.1798	0.0065	0.5961 1383520200000
03/11/2013 18:10:30	5.5536	5.1798	0.0065	0.6811 1383520230000
03/11/2013 18:11:00	6.2753	3.0808	0.0037	0.6681 1383520260000
03/11/2013 18:11:30	7.6698	8.5775	0.0113	0.9136 1383520290000
03/11/2013 18:12:00	15.9881	17.1560	0.0239	0.5462 1383520320000
03/11/2013 18:12:30	18.6797	18.0485	0.0252	0.7812 1383520350000
03/11/2013 18:13:00	9.7859	11.9752	0.0163	0.6070 1383520380000
03/11/2013 18:13:30	6.2753	3.0808	0.0037	0.8058 1383520410000
03/11/2013 18:14:00	9.7128	9.4690	0.0126	0.7633 1383520440000
03/11/2013 18:14:30	6.2753	3.0808	0.0037	0.7494 1383520470000
03/11/2013 18:15:00	9.0642	9.4681	0.0126	0.6574 1383520500000
03/11/2013 18:15:30	7.6698	8.5775	0.0113	0.7772 1383520530000
03/11/2013 18:16:00	9.7859	11.9752	0.0163	0.8049 1383520560000
03/11/2013 18:16:30	6.2753	3.0808	0.0037	0.7091 1383520590000
03/11/2013 18:17:00	7.6698	8.5775	0.0113	0.7878 1383520620000
03/11/2013 18:17:30	11.8290	12.8667	0.0176	0.7327 1383520650000
03/11/2013 18:18:00	15.9881	17.1560	0.0239	0.8349 1383520680000
03/11/2013 18:18:30	9.7859	11.9752	0.0163	0.7740 1383520710000
03/11/2013 18:19:00	15.4127	7.7782	0.0102	0.6666 1383520740000
03/11/2013 18:19:30	13.9451	16.2644	0.0226	0.6337 1383520770000
03/11/2013 18:20:00	17.4557	20.5527	0.0289	0.6294 1383520800000
03/11/2013 18:20:30	41.1235	40.6313	0.0586	0.6518 1383520830000
03/11/2013 18:21:00	14.0914	11.3769	0.0154	0.5766 1383520860000
03/11/2013 18:21:30	9.7859	11.9752	0.0163	0.8378 1383520890000
03/11/2013 18:22:00	8.3183	8.5785	0.0113	0.9326 1383520920000
03/11/2013 18:22:30	5.5536	5.1798	0.0065	0.6082 1383520950000
03/11/2013 18:23:00	7.6698	8.5775	0.0113	0.8484 1383520980000
03/11/2013 18:23:30	7.6698	8.5775	0.0113	0.6582 1383521010000
03/11/2013 18:24:00	10.4345	11.9762	0.0163	0.7566 1383521040000
03/11/2013 18:24:30	9.7859	11.9752	0.0163	0.7230 1383521070000
03/11/2013 18:25:00	14.5937	16.2654	0.0226	0.8607 1383521100000
03/11/2013 18:25:30	14.5937	16.2654	0.0226	0.8322 1383521130000
03/11/2013 18:26:00	9.7859	11.9752	0.0163	0.8331 1383521160000
03/11/2013 18:26:30	11.8290	12.8667	0.0176	0.7642 1383521190000
03/11/2013 18:27:00	7.6698	8.5775	0.0113	0.7200 1383521220000
03/11/2013 18:27:30	7.6698	8.5775	0.0113	0.7039 1383521250000
03/11/2013 18:28:00	8.3183	8.5785	0.0113	0.9021 1383521280000
03/11/2013 18:28:30	13.9451	16.2644	0.0226	0.7406 1383521310000
03/11/2013 18:29:00	11.8290	12.8667	0.0176	0.6796 1383521340000
03/11/2013 18:29:30	7.6698	8.5775	0.0113	0.5961 1383521370000
03/11/2013 18:30:00	22.1903	22.3368	0.0316	0.7115 1383521400000
03/11/2013 18:30:30	44.9560	42.1684	0.0609	0.8849 1383521430000
03/11/2013 18:31:00	15.9881	17.1560	0.0239	0.5322 1383521460000
03/11/2013 18:31:30	10.4345	11.9762	0.0163	0.5555 1383521490000
03/11/2013 18:32:00	19.4987	21.4442	0.0303	0.7132 1383521520000
03/11/2013 18:32:30	20.1473	21.4452	0.0303	0.7559 1383521550000
03/11/2013 18:33:00	11.8290	12.8667	0.0176	0.7617 1383521580000
03/11/2013 18:33:30	9.7859	11.9752	0.0163	0.7393 1383521610000
03/11/2013 18:34:00	19.4987	21.4442	0.0303	0.6942 1383521640000
03/11/2013 18:34:30	11.8290	12.8667	0.0176	0.6585 1383521670000
03/11/2013 18:35:00	10.4345	11.9762	0.0163	0.6114 1383521700000
03/11/2013 18:35:30	21.2740	18.0525	0.0252	0.6710 1383521730000
03/11/2013 18:36:00	36.5162	34.3189	0.0494	0.6537 1383521760000
03/11/2013 18:36:30	50.1976	69.1904	0.0989	0.7778 1383521790000
03/11/2013 18:37:00	157.3922	162.5124	0.2076	0.6860 1383521820000
03/11/2013 18:37:30	28.9437	26.6300	0.0380	0.7744 1383521850000
03/11/2013 18:38:00	32.1566	38.7103	0.0558	0.7693 1383521880000
03/11/2013 18:38:30	61.2415	93.9268	0.1311	0.7324 1383521910000
03/11/2013 18:39:00	15.8177	13.7613	0.0189	0.6138 1383521940000
03/11/2013 18:39:30	65.1910	112.9899	0.1541	0.6924 1383521970000
03/11/2013 18:40:00	148.2134	276.0842	0.3014	0.7740 1383522000000
03/11/2013 18:40:30	21.6881	10.8701	0.0146	0.6563 1383522030000
03/11/2013 18:41:00	23.5606	24.8449	0.0353	0.7230 1383522060000
